         160          51
   0.23602484472E+01   0.00000000000E+00   0.00000000000E+00
   0.23913043478E+01   0.00000000000E+00   0.00000000000E+00
   0.24223602484E+01   0.00000000000E+00   0.00000000000E+00
   0.24534161491E+01   0.00000000000E+00   0.00000000000E+00
   0.24844720497E+01   0.00000000000E+00   0.00000000000E+00
   0.25155279503E+01   0.00000000000E+00   0.00000000000E+00
   0.25465838509E+01   0.00000000000E+00   0.00000000000E+00
   0.25776397516E+01   0.00000000000E+00   0.00000000000E+00
   0.26086956522E+01   0.00000000000E+00   0.00000000000E+00
   0.26397515528E+01   0.00000000000E+00   0.00000000000E+00
   0.26708074534E+01   0.00000000000E+00   0.00000000000E+00
   0.27018633540E+01   0.00000000000E+00   0.00000000000E+00
   0.27329192547E+01   0.00000000000E+00   0.00000000000E+00
   0.27639751553E+01   0.00000000000E+00   0.00000000000E+00
   0.27950310559E+01   0.00000000000E+00   0.00000000000E+00
   0.28260869565E+01   0.00000000000E+00   0.00000000000E+00
   0.28571428571E+01   0.00000000000E+00   0.00000000000E+00
   0.28881987578E+01   0.00000000000E+00   0.00000000000E+00
   0.29192546584E+01   0.00000000000E+00   0.00000000000E+00
   0.29503105590E+01   0.00000000000E+00   0.00000000000E+00
   0.29813664596E+01   0.00000000000E+00   0.00000000000E+00
   0.30124223602E+01   0.00000000000E+00   0.00000000000E+00
   0.30434782609E+01   0.00000000000E+00   0.00000000000E+00
   0.30745341615E+01   0.00000000000E+00   0.00000000000E+00
   0.31055900621E+01   0.00000000000E+00   0.00000000000E+00
   0.31366459627E+01   0.00000000000E+00   0.00000000000E+00
   0.31677018634E+01   0.00000000000E+00   0.00000000000E+00
   0.31987577640E+01   0.00000000000E+00   0.00000000000E+00
   0.32298136646E+01   0.00000000000E+00   0.00000000000E+00
   0.32608695652E+01   0.00000000000E+00   0.00000000000E+00
   0.32919254658E+01   0.00000000000E+00   0.00000000000E+00
   0.33229813665E+01   0.00000000000E+00   0.00000000000E+00
   0.33540372671E+01   0.00000000000E+00   0.00000000000E+00
   0.33850931677E+01   0.00000000000E+00   0.00000000000E+00
   0.34161490683E+01   0.00000000000E+00   0.00000000000E+00
   0.34472049689E+01   0.00000000000E+00   0.00000000000E+00
   0.34782608696E+01   0.00000000000E+00   0.00000000000E+00
   0.35093167702E+01   0.00000000000E+00   0.00000000000E+00
   0.35403726708E+01   0.00000000000E+00   0.00000000000E+00
   0.35714285714E+01   0.00000000000E+00   0.00000000000E+00
   0.36024844720E+01   0.00000000000E+00   0.00000000000E+00
   0.36335403727E+01   0.00000000000E+00   0.00000000000E+00
   0.36645962733E+01   0.00000000000E+00   0.00000000000E+00
   0.36956521739E+01   0.00000000000E+00   0.00000000000E+00
   0.37267080745E+01   0.00000000000E+00   0.00000000000E+00
   0.37577639752E+01   0.00000000000E+00   0.00000000000E+00
   0.37888198758E+01   0.00000000000E+00   0.00000000000E+00
   0.38198757764E+01   0.00000000000E+00   0.00000000000E+00
   0.38509316770E+01   0.00000000000E+00   0.00000000000E+00
   0.38819875776E+01   0.00000000000E+00   0.00000000000E+00
   0.39130434783E+01   0.00000000000E+00   0.00000000000E+00
   0.39440993789E+01   0.00000000000E+00   0.00000000000E+00
   0.39751552795E+01   0.00000000000E+00   0.00000000000E+00
   0.40062111801E+01   0.00000000000E+00   0.00000000000E+00
   0.40372670807E+01   0.00000000000E+00   0.00000000000E+00
   0.40683229814E+01   0.00000000000E+00   0.00000000000E+00
   0.40993788820E+01   0.00000000000E+00   0.00000000000E+00
   0.41304347826E+01   0.00000000000E+00   0.00000000000E+00
   0.41614906832E+01   0.00000000000E+00   0.00000000000E+00
   0.41925465839E+01   0.00000000000E+00   0.00000000000E+00
   0.42236024845E+01   0.00000000000E+00   0.00000000000E+00
   0.42546583851E+01   0.00000000000E+00   0.00000000000E+00
   0.42857142857E+01   0.00000000000E+00   0.00000000000E+00
   0.43167701863E+01   0.00000000000E+00   0.00000000000E+00
   0.43478260870E+01   0.00000000000E+00   0.00000000000E+00
   0.43788819876E+01   0.00000000000E+00   0.00000000000E+00
   0.44099378882E+01   0.00000000000E+00   0.00000000000E+00
   0.44409937888E+01   0.00000000000E+00   0.00000000000E+00
   0.44720496894E+01   0.00000000000E+00   0.00000000000E+00
   0.45031055901E+01   0.00000000000E+00   0.00000000000E+00
   0.45341614907E+01   0.00000000000E+00   0.00000000000E+00
   0.45652173913E+01   0.00000000000E+00   0.00000000000E+00
   0.45962732919E+01   0.00000000000E+00   0.00000000000E+00
   0.46273291925E+01   0.00000000000E+00   0.00000000000E+00
   0.46583850932E+01   0.00000000000E+00   0.00000000000E+00
   0.46894409938E+01   0.00000000000E+00   0.00000000000E+00
   0.47204968944E+01   0.00000000000E+00   0.00000000000E+00
   0.47515527950E+01   0.00000000000E+00   0.00000000000E+00
   0.47826086957E+01   0.00000000000E+00   0.00000000000E+00
   0.48136645963E+01   0.00000000000E+00   0.00000000000E+00
   0.48447204969E+01   0.00000000000E+00   0.00000000000E+00
   0.48757763975E+01   0.00000000000E+00   0.00000000000E+00
   0.49068322981E+01   0.00000000000E+00   0.00000000000E+00
   0.49378881988E+01   0.00000000000E+00   0.00000000000E+00
   0.49689440994E+01   0.00000000000E+00   0.00000000000E+00
   0.00000000000E+00   0.19607843137E-01   0.00000000000E+00
   0.31055900621E-01   0.19607843137E-01   0.46482960941E+00
   0.62111801242E-01   0.19607843137E-01  -0.19629864244E+00
   0.93167701863E-01   0.19607843137E-01   0.87266163137E-02
   0.12422360248E+00   0.19607843137E-01  -0.22815886181E+00
   0.15527950311E+00   0.19607843137E-01  -0.13932590475E+00
   0.18633540373E+00   0.19607843137E-01  -0.25471058696E+00
   0.21739130435E+00   0.19607843137E-01  -0.21976886723E+00
   0.24844720497E+00   0.19607843137E-01  -0.29404838485E+00
   0.27950310559E+00   0.19607843137E-01  -0.27364202367E+00
   0.31055900621E+00   0.19607843137E-01  -0.30400817016E+00
   0.34161490683E+00   0.19607843137E-01  -0.29385163142E+00
   0.37267080745E+00   0.19607843137E-01  -0.29442066081E+00
   0.40372670807E+00   0.19607843137E-01  -0.29456789028E+00
   0.43478260870E+00   0.19607843137E-01  -0.27789364928E+00
   0.46583850932E+00   0.19607843137E-01  -0.28723489996E+00
   0.49689440994E+00   0.19607843137E-01  -0.26104302197E+00
   0.52795031056E+00   0.19607843137E-01  -0.27757700788E+00
   0.55900621118E+00   0.19607843137E-01  -0.24577358970E+00
   0.59006211180E+00   0.19607843137E-01  -0.26745565178E+00
   0.62111801242E+00   0.19607843137E-01  -0.23192393021E+00
   0.65217391304E+00   0.19607843137E-01  -0.25720019879E+00
   0.68322981366E+00   0.19607843137E-01  -0.21915557411E+00
   0.71428571429E+00   0.19607843137E-01  -0.24698305459E+00
   0.74534161491E+00   0.19607843137E-01  -0.20745130468E+00
   0.77639751553E+00   0.19607843137E-01  -0.23711593904E+00
   0.80745341615E+00   0.19607843137E-01  -0.19697205602E+00
   0.83850931677E+00   0.19607843137E-01  -0.22793135176E+00
   0.86956521739E+00   0.19607843137E-01  -0.18786328356E+00
   0.90062111801E+00   0.19607843137E-01  -0.21966264411E+00
   0.93167701863E+00   0.19607843137E-01  -0.18017098571E+00
   0.96273291925E+00   0.19607843137E-01  -0.21241277086E+00
   0.99378881988E+00   0.19607843137E-01  -0.17384245764E+00
   0.10248447205E+01   0.19607843137E-01  -0.20617988383E+00
   0.10559006211E+01   0.19607843137E-01  -0.16876004377E+00
   0.10869565217E+01   0.19607843137E-01  -0.20089801485E+00
   0.11180124224E+01   0.19607843137E-01  -0.16477578882E+00
   0.11490683230E+01   0.19607843137E-01  -0.19647077210E+00
   0.11801242236E+01   0.19607843137E-01  -0.16173561032E+00
   0.12111801242E+01   0.19607843137E-01  -0.19279275456E+00
   0.12422360248E+01   0.19607843137E-01  -0.15949285468E+00
   0.12732919255E+01   0.19607843137E-01  -0.18976105461E+00
   0.13043478261E+01   0.19607843137E-01  -0.15791460074E+00
   0.13354037267E+01   0.19607843137E-01  -0.18728066814E+00
   0.13664596273E+01   0.19607843137E-01  -0.15688386487E+00
   0.13975155280E+01   0.19607843137E-01  -0.18526665557E+00
   0.14285714286E+01   0.19607843137E-01  -0.15629970802E+00
   0.14596273292E+01   0.19607843137E-01  -0.18364465739E+00
   0.14906832298E+01   0.19607843137E-01  -0.15607630441E+00
   0.15217391304E+01   0.19607843137E-01  -0.18235055705E+00
   0.15527950311E+01   0.19607843137E-01  -0.15614150660E+00
   0.15838509317E+01   0.19607843137E-01  -0.18132968711E+00
   0.16149068323E+01   0.19607843137E-01  -0.15643520014E+00
   0.16459627329E+01   0.19607843137E-01  -0.18053580924E+00
   0.16770186335E+01   0.19607843137E-01  -0.15690763124E+00
   0.17080745342E+01   0.19607843137E-01  -0.17993002236E+00
   0.17391304348E+01   0.19607843137E-01  -0.15751782595E+00
   0.17701863354E+01   0.19607843137E-01  -0.17947970336E+00
   0.18012422360E+01   0.19607843137E-01  -0.15823216984E+00
   0.18322981366E+01   0.19607843137E-01  -0.17915754229E+00
   0.18633540373E+01   0.19607843137E-01  -0.15902317686E+00
   0.18944099379E+01   0.19607843137E-01  -0.17894069993E+00
   0.19254658385E+01   0.19607843137E-01  -0.15986844823E+00
   0.19565217391E+01   0.19607843137E-01  -0.17881009188E+00
   0.19875776398E+01   0.19607843137E-01  -0.16074980523E+00
   0.20186335404E+01   0.19607843137E-01  -0.17874978935E+00
   0.20496894410E+01   0.19607843137E-01  -0.16165257223E+00
   0.20807453416E+01   0.19607843137E-01  -0.17874652068E+00
   0.21118012422E+01   0.19607843137E-01  -0.16256498480E+00
   0.21428571429E+01   0.19607843137E-01  -0.17878925629E+00
   0.21739130435E+01   0.19607843137E-01  -0.16347769980E+00
   0.22049689441E+01   0.19607843137E-01  -0.17886886136E+00
   0.22360248447E+01   0.19607843137E-01  -0.16438338751E+00
   0.22670807453E+01   0.19607843137E-01  -0.17897780256E+00
   0.22981366460E+01   0.19607843137E-01  -0.16527638973E+00
   0.23291925466E+01   0.19607843137E-01  -0.17910989842E+00
   0.23602484472E+01   0.19607843137E-01  -0.16615243113E+00
   0.23913043478E+01   0.19607843137E-01  -0.17926010468E+00
   0.24223602484E+01   0.19607843137E-01  -0.16700837388E+00
   0.24534161491E+01   0.19607843137E-01  -0.17942432877E+00
   0.24844720497E+01   0.19607843137E-01  -0.16784200824E+00
   0.25155279503E+01   0.19607843137E-01  -0.17959926850E+00
   0.25465838509E+01   0.19607843137E-01  -0.16865187327E+00
   0.25776397516E+01   0.19607843137E-01  -0.17978227179E+00
   0.26086956522E+01   0.19607843137E-01  -0.16943710350E+00
   0.26397515528E+01   0.19607843137E-01  -0.17997121486E+00
   0.26708074534E+01   0.19607843137E-01  -0.17019729817E+00
   0.27018633540E+01   0.19607843137E-01  -0.18016439716E+00
   0.27329192547E+01   0.19607843137E-01  -0.17093241045E+00
   0.27639751553E+01   0.19607843137E-01  -0.18036045122E+00
   0.27950310559E+01   0.19607843137E-01  -0.17164265458E+00
   0.28260869565E+01   0.19607843137E-01  -0.18055826664E+00
   0.28571428571E+01   0.19607843137E-01  -0.17232842889E+00
   0.28881987578E+01   0.19607843137E-01  -0.18075692671E+00
   0.29192546584E+01   0.19607843137E-01  -0.17299025352E+00
   0.29503105590E+01   0.19607843137E-01  -0.18095565665E+00
   0.29813664596E+01   0.19607843137E-01  -0.17362872086E+00
   0.30124223602E+01   0.19607843137E-01  -0.18115378298E+00
   0.30434782609E+01   0.19607843137E-01  -0.17424445757E+00
   0.30745341615E+01   0.19607843137E-01  -0.18135070182E+00
   0.31055900621E+01   0.19607843137E-01  -0.17483809745E+00
   0.31366459627E+01   0.19607843137E-01  -0.18154585664E+00
   0.31677018634E+01   0.19607843137E-01  -0.17541026174E+00
   0.31987577640E+01   0.19607843137E-01  -0.18173872318E+00
   0.32298136646E+01   0.19607843137E-01  -0.17596154978E+00
   0.32608695652E+01   0.19607843137E-01  -0.18192879981E+00
   0.32919254658E+01   0.19607843137E-01  -0.17649253181E+00
   0.33229813665E+01   0.19607843137E-01  -0.18211560699E+00
   0.33540372671E+01   0.19607843137E-01  -0.17700375192E+00
   0.33850931677E+01   0.19607843137E-01  -0.18229868133E+00
   0.34161490683E+01   0.19607843137E-01  -0.17749572812E+00
   0.34472049689E+01   0.19607843137E-01  -0.18247759074E+00
   0.34782608696E+01   0.19607843137E-01  -0.17796895892E+00
   0.35093167702E+01   0.19607843137E-01  -0.18265191560E+00
   0.35403726708E+01   0.19607843137E-01  -0.17842392742E+00
   0.35714285714E+01   0.19607843137E-01  -0.18282129355E+00
   0.36024844720E+01   0.19607843137E-01  -0.17886109883E+00
   0.36335403727E+01   0.19607843137E-01  -0.18298534454E+00
   0.36645962733E+01   0.19607843137E-01  -0.17928092238E+00
   0.36956521739E+01   0.19607843137E-01  -0.18314381345E+00
   0.37267080745E+01   0.19607843137E-01  -0.17968382828E+00
   0.37577639752E+01   0.19607843137E-01  -0.18329628686E+00
   0.37888198758E+01   0.19607843137E-01  -0.18007009898E+00
   0.38198757764E+01   0.19607843137E-01  -0.18344262510E+00
   0.38509316770E+01   0.19607843137E-01  -0.18044011650E+00
   0.38819875776E+01   0.19607843137E-01  -0.18358200428E+00
   0.39130434783E+01   0.19607843137E-01  -0.18079266592E+00
   0.39440993789E+01   0.19607843137E-01  -0.18371253253E+00
   0.39751552795E+01   0.19607843137E-01  -0.18112637303E+00
   0.40062111801E+01   0.19607843137E-01  -0.18383095506E+00
   0.40372670807E+01   0.19607843137E-01  -0.18143369477E+00
   0.40683229814E+01   0.19607843137E-01  -0.18392414793E+00
   0.40993788820E+01   0.19607843137E-01  -0.18170375291E+00
   0.41304347826E+01   0.19607843137E-01  -0.18398957178E+00
   0.41614906832E+01   0.19607843137E-01  -0.18195551311E+00
   0.41925465839E+01   0.19607843137E-01  -0.18406063953E+00
   0.42236024845E+01   0.19607843137E-01  -0.18222824014E+00
   0.42546583851E+01   0.19607843137E-01  -0.18416688637E+00
   0.42857142857E+01   0.19607843137E-01  -0.18252856690E+00
   0.43167701863E+01   0.19607843137E-01  -0.18429704267E+00
   0.43478260870E+01   0.19607843137E-01  -0.18283212160E+00
   0.43788819876E+01   0.19607843137E-01  -0.18442722189E+00
   0.44099378882E+01   0.19607843137E-01  -0.18312401056E+00
   0.44409937888E+01   0.19607843137E-01  -0.18455186311E+00
   0.44720496894E+01   0.19607843137E-01  -0.18340920748E+00
   0.45031055901E+01   0.19607843137E-01  -0.18467973938E+00
   0.45341614907E+01   0.19607843137E-01  -0.18369913724E+00
   0.45652173913E+01   0.19607843137E-01  -0.18482243281E+00
   0.45962732919E+01   0.19607843137E-01  -0.18400551703E+00
   0.46273291925E+01   0.19607843137E-01  -0.18499520837E+00
   0.46583850932E+01   0.19607843137E-01  -0.18434722559E+00
   0.46894409938E+01   0.19607843137E-01  -0.18523075230E+00
   0.47204968944E+01   0.19607843137E-01  -0.18476785404E+00
   0.47515527950E+01   0.19607843137E-01  -0.18560423792E+00
   0.47826086957E+01   0.19607843137E-01  -0.18533672248E+00
   0.48136645963E+01   0.19607843137E-01  -0.18617440483E+00
   0.48447204969E+01   0.19607843137E-01  -0.18582884887E+00
   0.48757763975E+01   0.19607843137E-01  -0.18602622287E+00
   0.49068322981E+01   0.19607843137E-01  -0.18179382862E+00
   0.49378881988E+01   0.19607843137E-01  -0.15854372803E+00
   0.49689440994E+01   0.19607843137E-01   0.00000000000E+00
   0.00000000000E+00   0.39215686275E-01   0.00000000000E+00
   0.31055900621E-01   0.39215686275E-01   0.26068522418E+00
   0.62111801242E-01   0.39215686275E-01   0.25578046701E+00
   0.93167701863E-01   0.39215686275E-01   0.14362425876E+00
   0.12422360248E+00   0.39215686275E-01   0.12536437688E+00
   0.15527950311E+00   0.39215686275E-01  -0.32418904729E-01
   0.18633540373E+00   0.39215686275E-01  -0.51760006492E-01
   0.21739130435E+00   0.39215686275E-01  -0.98222706380E-01
   0.24844720497E+00   0.39215686275E-01  -0.10288424998E+00
   0.27950310559E+00   0.39215686275E-01  -0.62355568745E-01
   0.31055900621E+00   0.39215686275E-01  -0.64441211613E-01
   0.34161490683E+00   0.39215686275E-01  -0.22346667993E-01
   0.37267080745E+00   0.39215686275E-01  -0.26606313112E-01
   0.40372670807E+00   0.39215686275E-01  -0.65497516546E-02
   0.43478260870E+00   0.39215686275E-01  -0.11987864747E-01
   0.46583850932E+00   0.39215686275E-01  -0.55178160308E-02
   0.49689440994E+00   0.39215686275E-01  -0.10348724520E-01
   0.52795031056E+00   0.39215686275E-01  -0.78875563064E-02
   0.55900621118E+00   0.39215686275E-01  -0.11215411149E-01
   0.59006211180E+00   0.39215686275E-01  -0.87593155902E-02
   0.62111801242E+00   0.39215686275E-01  -0.10635950953E-01
   0.65217391304E+00   0.39215686275E-01  -0.77712215263E-02
   0.68322981366E+00   0.39215686275E-01  -0.86544618587E-02
   0.71428571429E+00   0.39215686275E-01  -0.59889670626E-02
   0.74534161491E+00   0.39215686275E-01  -0.63036444285E-02
   0.77639751553E+00   0.39215686275E-01  -0.42709597923E-02
   0.80745341615E+00   0.39215686275E-01  -0.42725037777E-02
   0.83850931677E+00   0.39215686275E-01  -0.29552832755E-02
   0.86956521739E+00   0.39215686275E-01  -0.27666373895E-02
   0.90062111801E+00   0.39215686275E-01  -0.20563952602E-02
   0.93167701863E+00   0.39215686275E-01  -0.17358813212E-02
   0.96273291925E+00   0.39215686275E-01  -0.14807060903E-02
   0.99378881988E+00   0.39215686275E-01  -0.10645003541E-02
   0.10248447205E+01   0.39215686275E-01  -0.11344147637E-02
   0.10559006211E+01   0.39215686275E-01  -0.65230023892E-03
   0.10869565217E+01   0.39215686275E-01  -0.95117742255E-03
   0.11180124224E+01   0.39215686275E-01  -0.42889317425E-03
   0.11490683230E+01   0.39215686275E-01  -0.88729246627E-03
   0.11801242236E+01   0.39215686275E-01  -0.34549002187E-03
   0.12111801242E+01   0.39215686275E-01  -0.91185591490E-03
   0.12422360248E+01   0.39215686275E-01  -0.36568904803E-03
   0.12732919255E+01   0.39215686275E-01  -0.10006653205E-02
   0.13043478261E+01   0.39215686275E-01  -0.46049547577E-03
   0.13354037267E+01   0.39215686275E-01  -0.11338898632E-02
   0.13664596273E+01   0.39215686275E-01  -0.60647742265E-03
   0.13975155280E+01   0.39215686275E-01  -0.12955025329E-02
   0.14285714286E+01   0.39215686275E-01  -0.78512411010E-03
   0.14596273292E+01   0.39215686275E-01  -0.14730521578E-02
   0.14906832298E+01   0.39215686275E-01  -0.98231951108E-03
   0.15217391304E+01   0.39215686275E-01  -0.16572575921E-02
   0.15527950311E+01   0.39215686275E-01  -0.11876457183E-02
   0.15838509317E+01   0.39215686275E-01  -0.18414235607E-02
   0.16149068323E+01   0.39215686275E-01  -0.13935989016E-02
   0.16459627329E+01   0.39215686275E-01  -0.20208257497E-02
   0.16770186335E+01   0.39215686275E-01  -0.15948613392E-02
   0.17080745342E+01   0.39215686275E-01  -0.21921807243E-02
   0.17391304348E+01   0.39215686275E-01  -0.17877133529E-02
   0.17701863354E+01   0.39215686275E-01  -0.23532446432E-02
   0.18012422360E+01   0.39215686275E-01  -0.19696006932E-02
   0.18322981366E+01   0.39215686275E-01  -0.25025334894E-02
   0.18633540373E+01   0.39215686275E-01  -0.21388333602E-02
   0.18944099379E+01   0.39215686275E-01  -0.26391358922E-02
   0.19254658385E+01   0.39215686275E-01  -0.22943798232E-02
   0.19565217391E+01   0.39215686275E-01  -0.27625877568E-02
   0.19875776398E+01   0.39215686275E-01  -0.24357240361E-02
   0.20186335404E+01   0.39215686275E-01  -0.28727845612E-02
   0.20496894410E+01   0.39215686275E-01  -0.25627613229E-02
   0.20807453416E+01   0.39215686275E-01  -0.29699152370E-02
   0.21118012422E+01   0.39215686275E-01  -0.26757176231E-02
   0.21428571429E+01   0.39215686275E-01  -0.30544080578E-02
   0.21739130435E+01   0.39215686275E-01  -0.27750828863E-02
   0.22049689441E+01   0.39215686275E-01  -0.31268833453E-02
   0.22360248447E+01   0.39215686275E-01  -0.28615535280E-02
   0.22670807453E+01   0.39215686275E-01  -0.31881104833E-02
   0.22981366460E+01   0.39215686275E-01  -0.29359813246E-02
   0.23291925466E+01   0.39215686275E-01  -0.32389682482E-02
   0.23602484472E+01   0.39215686275E-01  -0.29993275557E-02
   0.23913043478E+01   0.39215686275E-01  -0.32804082334E-02
   0.24223602484E+01   0.39215686275E-01  -0.30526219702E-02
   0.24534161491E+01   0.39215686275E-01  -0.33134215442E-02
   0.24844720497E+01   0.39215686275E-01  -0.30969264564E-02
   0.25155279503E+01   0.39215686275E-01  -0.33390090826E-02
   0.25465838509E+01   0.39215686275E-01  -0.31333034949E-02
   0.25776397516E+01   0.39215686275E-01  -0.33581556262E-02
   0.26086956522E+01   0.39215686275E-01  -0.31627894760E-02
   0.26397515528E+01   0.39215686275E-01  -0.33718079766E-02
   0.26708074534E+01   0.39215686275E-01  -0.31863727322E-02
   0.27018633540E+01   0.39215686275E-01  -0.33808572818E-02
   0.27329192547E+01   0.39215686275E-01  -0.32049763898E-02
   0.27639751553E+01   0.39215686275E-01  -0.33861252899E-02
   0.27950310559E+01   0.39215686275E-01  -0.32194457736E-02
   0.28260869565E+01   0.39215686275E-01  -0.33883548969E-02
   0.28571428571E+01   0.39215686275E-01  -0.32305398549E-02
   0.28881987578E+01   0.39215686275E-01  -0.33882043325E-02
   0.29192546584E+01   0.39215686275E-01  -0.32389273970E-02
   0.29503105590E+01   0.39215686275E-01  -0.33862448029E-02
   0.29813664596E+01   0.39215686275E-01  -0.32451860009E-02
   0.30124223602E+01   0.39215686275E-01  -0.33829626395E-02
   0.30434782609E+01   0.39215686275E-01  -0.32498053461E-02
   0.30745341615E+01   0.39215686275E-01  -0.33787624231E-02
   0.31055900621E+01   0.39215686275E-01  -0.32531942764E-02
   0.31366459627E+01   0.39215686275E-01  -0.33739766481E-02
   0.31677018634E+01   0.39215686275E-01  -0.32556876857E-02
   0.31987577640E+01   0.39215686275E-01  -0.33688744600E-02
   0.32298136646E+01   0.39215686275E-01  -0.32575644776E-02
   0.32608695652E+01   0.39215686275E-01  -0.33636751878E-02
   0.32919254658E+01   0.39215686275E-01  -0.32590529443E-02
   0.33229813665E+01   0.39215686275E-01  -0.33585690549E-02
   0.33540372671E+01   0.39215686275E-01  -0.32603646435E-02
   0.33850931677E+01   0.39215686275E-01  -0.33537217806E-02
   0.34161490683E+01   0.39215686275E-01  -0.32616923657E-02
   0.34472049689E+01   0.39215686275E-01  -0.33493308242E-02
   0.34782608696E+01   0.39215686275E-01  -0.32632686707E-02
   0.35093167702E+01   0.39215686275E-01  -0.33455811407E-02
   0.35403726708E+01   0.39215686275E-01  -0.32653447720E-02
   0.35714285714E+01   0.39215686275E-01  -0.33428166909E-02
   0.36024844720E+01   0.39215686275E-01  -0.32683129110E-02
   0.36335403727E+01   0.39215686275E-01  -0.33413107602E-02
   0.36645962733E+01   0.39215686275E-01  -0.32725706345E-02
   0.36956521739E+01   0.39215686275E-01  -0.33418230200E-02
